2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;40;5
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;80;9
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;120;12
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;160;15
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;200;17
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;240;23
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;280;228
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;320;217
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;360;221
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;400;220
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;500;225
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;600;266
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;700;252
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;800;913
2 core 4GB RAM;Non-SSL;Not optimized nginx;test1.txt;10000;900;938
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;40;55
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;80;104
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;120;393
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;160;349
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;200;1149
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;240;1154
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;280;1559
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;320;1359
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;360;1167
2 core 4GB RAM;SSL;Not optimized nginx;test1.txt;10000;400;2796
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;40;3
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;80;9
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;120;13
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;160;18
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;200;14
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;240;21
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;280;28
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;320;21
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;360;31
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;400;46
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;500;35
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;600;42
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;700;40
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;800;42
2 core 4GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;900;36
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;40;59
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;80;100
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;120;139
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;160;168
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;200;168
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;240;173
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;280;239
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;320;274
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;360;261
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;400;196
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;500;224
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;600;561
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;700;171
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;800;396
2 core 4GB RAM;SSL;Optimized Nginx;test1.txt;10000;900;817
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;40;51
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;80;105
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;120;140
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;160;181
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;200;184
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;240;246
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;280;185
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;320;255
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;360;263
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;400;396
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;500;188
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;600;624
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;700;744
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;800;431
2 core 4GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;900;404
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;40;86
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;80;154
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;120;361
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;160;325
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;200;455
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;240;1252
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;280;1276
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;320;1264
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;360;1255
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;400;1300
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;500;1302
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;600;-1
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;700;-1
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;800;-1
2 core 4GB RAM;SSL;Optimized Nginx;test2.php;10000;900;-1
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;40;25
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;80;42
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;120;62
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;160;88
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;200;144
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;240;188
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;280;131
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;320;148
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;360;142
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;400;145
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;500;154
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;600;222
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;700;153
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;800;164
2 core 4GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;900;172
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;40;89
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;80;130
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;120;205
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;160;288
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;200;266
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;240;436
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;280;455
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;320;409
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;360;1232
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;400;1232
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;500;1304
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;600;1448
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;700;1284
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;800;1742
2 core 4GB RAM;SSL;Optimized Nginx;test3.php;10000;900;1268
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;40;4
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;80;7
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;120;11
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;160;21
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;200;24
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;240;21
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;280;18
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;320;25
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;360;33
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;400;33
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;500;37
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;600;42
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;700;39
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;800;46
6 core 24GB RAM;Non-SSL;Optimized Nginx;test1.txt;10000;900;45
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;40;38
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;80;76
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;120;112
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;160;140
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;200;180
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;240;191
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;280;245
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;320;243
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;360;325
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;400;496
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;500;510
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;600;706
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;700;623
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;800;804
6 core 24GB RAM;SSL;Optimized Nginx;test1.txt;10000;900;812
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;40;44
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;80;86
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;120;115
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;160;155
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;200;181
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;240;224
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;280;304
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;320;387
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;360;394
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;400;554
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;500;1134
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;600;1175
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;700;1212
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;800;1259
6 core 24GB RAM;Non-SSL;Optimized Nginx;test2.php;10000;900;1335
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;40;56
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;80;110
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;120;156
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;160;212
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;200;288
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;240;354
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;280;349
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;320;367
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;360;514
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;400;525
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;500;866
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;600;1290
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;700;944
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;800;1657
6 core 24GB RAM;SSL;Optimized Nginx;test2.php;10000;900;1510
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;40;12
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;80;20
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;120;28
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;160;35
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;200;43
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;240;53
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;280;57
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;320;59
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;360;58
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;400;57
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;500;73
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;600;69
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;700;88
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;800;70
6 core 24GB RAM;Non-SSL;Optimized Nginx;test3.php;10000;900;72
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;40;46
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;80;73
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;120;122
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;160;156
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;200;190
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;240;243
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;280;275
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;320;341
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;360;320
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;400;399
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;500;523
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;600;634
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;700;773
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;800;1359
6 core 24GB RAM;SSL;Optimized Nginx;test3.php;10000;900;800
